Lat, Lng, Date, t (s), Pressure (mBar), Temperature (°C), Relative Humidity (%), Light Intensity (Lux)
45.53800, -122.67185, 02/01/2023 21:46:09.297, 2842.000, 972.000000, 882.490849
45.53801, -122.67185, 02/01/2023 21:46:10.297, 2843.000, 970.000000, 882.643927
45.53801, -122.67185, 02/01/2023 21:46:11.297, 2844.000, 967.000000, 882.792013
45.53801, -122.67185, 02/01/2023 21:46:12.297, 2845.000, 963.000000, 882.928453
45.53801, -122.67185, 02/01/2023 21:46:13.297, 2846.000, 958.000000, 883.058236
45.53801, -122.67185, 02/01/2023 21:46:14.297, 2847.000, 952.000000, 883.181364
45.53801, -122.67185, 02/01/2023 21:46:15.297, 2848.000, 947.000000, 883.304493
45.53801, -122.67185, 02/01/2023 21:46:16.297, 2849.000, 936.000000, 883.414309
45.53801, -122.67185, 02/01/2023 21:46:17.297, 2850.000, 934.000000, 883.520799
45.53801, -122.67185, 02/01/2023 21:46:18.297, 2851.000, 933.000000, 883.628952
45.53801, -122.67185, 02/01/2023 21:46:19.297, 2852.000, 933.000000, 883.732113
45.53801, -122.67186, 02/01/2023 21:46:20.297, 2853.000, 932.000000, 883.835275
45.53801, -122.67186, 02/01/2023 21:46:21.297, 2854.000, 930.000000, 883.930116
45.53801, -122.67187, 02/01/2023 21:46:22.297, 2855.000, 924.000000, 884.011647
45.53801, -122.67187, 02/01/2023 21:46:23.297, 2856.000, 923.000000, 884.089850
45.53801, -122.67187, 02/01/2023 21:46:24.297, 2857.000, 922.000000, 884.169717
45.53801, -122.67187, 02/01/2023 21:46:25.297, 2858.000, 917.000000, 884.234609
45.53801, -122.67187, 02/01/2023 21:46:26.297, 2859.000, 912.000000, 884.291181
45.53801, -122.67187, 02/01/2023 21:46:27.297, 2860.000, 909.000000, 884.346090
45.53801, -122.67187, 02/01/2023 21:46:28.297, 2861.000, 905.000000, 884.397671
45.53801, -122.67187, 02/01/2023 21:46:29.297, 2862.000, 904.000000, 884.445923
45.53801, -122.67187, 02/01/2023 21:46:30.297, 2863.000, 898.000000, 884.484193
45.53801, -122.67187, 02/01/2023 21:46:31.297, 2864.000, 899.000000, 884.525790
45.53801, -122.67187, 02/01/2023 21:46:32.297, 2865.000, 896.000000, 884.564060
45.53801, -122.67187, 02/01/2023 21:46:33.297, 2866.000, 895.000000, 884.599002
45.53801, -122.67187, 02/01/2023 21:46:34.297, 2867.000, 896.000000, 884.637271
45.53801, -122.67187, 02/01/2023 21:46:35.297, 2868.000, 893.000000, 884.677205
45.53801, -122.67187, 02/01/2023 21:46:36.297, 2869.000, 895.000000, 884.723794
45.53801, -122.67187, 02/01/2023 21:46:37.297, 2870.000, 896.000000, 884.773710
45.53801, -122.67187, 02/01/2023 21:46:38.297, 2871.000, 895.000000, 884.818636
45.53801, -122.67188, 02/01/2023 21:46:39.297, 2872.000, 896.000000, 884.861897
45.53801, -122.67188, 02/01/2023 21:46:40.297, 2873.000, 898.000000, 884.903494
45.53801, -122.67188, 02/01/2023 21:46:41.297, 2874.000, 898.000000, 884.940100
45.53801, -122.67188, 02/01/2023 21:46:42.297, 2875.000, 896.000000, 884.978369
45.53801, -122.67188, 02/01/2023 21:46:43.297, 2876.000, 890.000000, 885.014975
45.53801, -122.67188, 02/01/2023 21:46:44.297, 2877.000, 890.000000, 885.051581
45.53801, -122.67188, 02/01/2023 21:46:45.297, 2878.000, 892.000000, 885.088186
45.53801, -122.67188, 02/01/2023 21:46:46.297, 2879.000, 891.000000, 885.133111
45.53801, -122.67188, 02/01/2023 21:46:47.297, 2880.000, 886.000000, 885.173045
45.53801, -122.67188, 02/01/2023 21:46:48.297, 2881.000, 884.000000, 885.211314
45.53801, -122.67188, 02/01/2023 21:46:49.297, 2882.000, 883.000000, 885.242928
45.53801, -122.67188, 02/01/2023 21:46:50.297, 2883.000, 879.000000, 885.257903
45.53801, -122.67188, 02/01/2023 21:46:51.297, 2884.000, 880.000000, 885.272879
45.53802, -122.67188, 02/01/2023 21:46:52.297, 2885.000, 878.000000, 885.286190
45.53802, -122.67188, 02/01/2023 21:46:53.297, 2886.000, 878.000000, 885.297837
45.53802, -122.67188, 02/01/2023 21:46:54.297, 2887.000, 879.000000, 885.306156
45.53802, -122.67188, 02/01/2023 21:46:55.297, 2888.000, 879.000000, 885.312812
45.53802, -122.67188, 02/01/2023 21:46:56.297, 2889.000, 879.000000, 885.322795
45.53802, -122.67188, 02/01/2023 21:46:57.297, 2890.000, 880.000000, 885.337770
45.53802, -122.67188, 02/01/2023 21:46:58.297, 2891.000, 880.000000, 885.352745
45.53802, -122.67188, 02/01/2023 21:46:59.297, 2892.000, 880.000000, 885.371048
45.53802, -122.67188, 02/01/2023 21:47:00.297, 2893.000, 883.000000, 885.394343
45.53802, -122.67188, 02/01/2023 21:47:01.297, 2894.000, 880.000000, 885.414309
45.53802, -122.67188, 02/01/2023 21:47:02.297, 2895.000, 878.000000, 885.437604
45.53802, -122.67188, 02/01/2023 21:47:03.297, 2896.000, 878.000000, 885.460899
45.53802, -122.67188, 02/01/2023 21:47:04.297, 2897.000, 878.000000, 885.475874
45.53802, -122.67188, 02/01/2023 21:47:05.297, 2898.000, 874.000000, 885.480865
45.53803, -122.67188, 02/01/2023 21:47:06.297, 2899.000, 874.000000, 885.489185
45.53803, -122.67189, 02/01/2023 21:47:07.297, 2900.000, 868.000000, 885.495840
45.53803, -122.67188, 02/01/2023 21:47:08.297, 2901.000, 869.000000, 885.495840
45.53803, -122.67188, 02/01/2023 21:47:09.297, 2902.000, 873.000000, 885.495840
45.53803, -122.67188, 02/01/2023 21:47:10.297, 2903.000, 878.000000, 885.504160
45.53803, -122.67188, 02/01/2023 21:47:11.297, 2904.000, 889.000000, 885.537438
45.53803, -122.67188, 02/01/2023 21:47:12.297, 2905.000, 895.000000, 885.579035
45.53803, -122.67188, 02/01/2023 21:47:13.297, 2906.000, 903.000000, 885.640599
45.53803, -122.67188, 02/01/2023 21:47:14.297, 2907.000, 911.000000, 885.715474
45.53803, -122.67188, 02/01/2023 21:47:15.297, 2908.000, 921.000000, 885.810316
45.53804, -122.67188, 02/01/2023 21:47:16.297, 2909.000, 924.000000, 885.913478
45.53804, -122.67188, 02/01/2023 21:47:17.297, 2910.000, 930.000000, 886.033278
45.53803, -122.67188, 02/01/2023 21:47:18.297, 2911.000, 933.000000, 886.159734
45.53803, -122.67188, 02/01/2023 21:47:19.297, 2912.000, 934.000000, 886.286190
45.53803, -122.67188, 02/01/2023 21:47:20.297, 2913.000, 929.000000, 886.397671
45.53803, -122.67188, 02/01/2023 21:47:21.297, 2914.000, 930.000000, 886.509151
45.53803, -122.67188, 02/01/2023 21:47:22.297, 2915.000, 927.000000, 886.617304
45.53803, -122.67188, 02/01/2023 21:47:23.297, 2916.000, 930.000000, 886.728785
45.53803, -122.67188, 02/01/2023 21:47:24.297, 2917.000, 929.000000, 886.836938
45.53803, -122.67187, 02/01/2023 21:47:25.297, 2918.000, 929.000000, 886.945092
45.53803, -122.67187, 02/01/2023 21:47:26.297, 2919.000, 927.000000, 887.053245
45.53803, -122.67187, 02/01/2023 21:47:27.297, 2920.000, 927.000000, 887.166389
45.53803, -122.67187, 02/01/2023 21:47:28.297, 2921.000, 924.000000, 887.279534
45.53803, -122.67187, 02/01/2023 21:47:29.297, 2922.000, 922.000000, 887.386023
45.53803, -122.67187, 02/01/2023 21:47:30.297, 2923.000, 922.000000, 887.490849
45.53803, -122.67187, 02/01/2023 21:47:31.297, 2924.000, 921.000000, 887.590682
45.53803, -122.67187, 02/01/2023 21:47:32.297, 2925.000, 917.000000, 887.695507
45.53803, -122.67187, 02/01/2023 21:47:33.297, 2926.000, 914.000000, 887.792013
45.53803, -122.67187, 02/01/2023 21:47:34.297, 2927.000, 914.000000, 887.886855
45.53803, -122.67187, 02/01/2023 21:47:35.297, 2928.000, 914.000000, 887.980033
45.53803, -122.67187, 02/01/2023 21:47:36.297, 2929.000, 914.000000, 888.071547
45.53803, -122.67186, 02/01/2023 21:47:37.297, 2930.000, 912.000000, 888.156406
45.53803, -122.67186, 02/01/2023 21:47:38.297, 2931.000, 912.000000, 888.244592
45.53803, -122.67186, 02/01/2023 21:47:39.297, 2932.000, 909.000000, 888.327787
45.53802, -122.67186, 02/01/2023 21:47:40.297, 2933.000, 908.000000, 888.404326
45.53801, -122.67186, 02/01/2023 21:47:41.297, 2934.000, 908.000000, 888.485857
45.53802, -122.67186, 02/01/2023 21:47:42.297, 2935.000, 907.000000, 888.569052
45.53802, -122.67186, 02/01/2023 21:47:43.297, 2936.000, 907.000000, 888.650582
45.53801, -122.67186, 02/01/2023 21:47:44.297, 2937.000, 908.000000, 888.732113
45.53801, -122.67186, 02/01/2023 21:47:45.297, 2938.000, 907.000000, 888.806988
45.53800, -122.67186, 02/01/2023 21:47:46.297, 2939.000, 905.000000, 888.878536
45.53800, -122.67185, 02/01/2023 21:47:47.297, 2940.000, 904.000000, 888.946755
45.53800, -122.67185, 02/01/2023 21:47:48.297, 2941.000, 908.000000, 889.019967


Lat, Lng, Date, t (s), PM1.0 (µg/m³), Mean PM1.0 (µg/m³), PM2.5 (µg/m³), Mean PM2.5 (µg/m³), PM10 (µg/m³), Mean PM10 (µg/m³), AQI
45.54665, -122.64724, 02/01/2023 20:58:47.312, 0.000, 14.000000, 14.000000, 22.000000, 22.000000, 24.000000, 24.000000, 71.819742
45.54665, -122.64724, 02/01/2023 20:58:48.312, 1.000, 14.000000, 14.000000, 22.000000, 22.000000, 24.000000, 24.000000, 71.819742
45.54666, -122.64719, 02/01/2023 20:58:49.312, 2.000, 14.000000, 14.000000, 22.000000, 22.000000, 23.000000, 23.666667, 71.819742
45.54667, -122.64717, 02/01/2023 20:58:50.312, 3.000, 14.000000, 14.000000, 22.000000, 22.000000, 23.000000, 23.500000, 71.819742
45.54668, -122.64715, 02/01/2023 20:58:51.312, 4.000, 15.000000, 14.200000, 22.000000, 22.000000, 25.000000, 23.800000, 71.819742
45.54668, -122.64715, 02/01/2023 20:58:52.312, 5.000, 15.000000, 14.333333, 22.000000, 22.000000, 25.000000, 24.000000, 71.819742
45.54668, -122.64715, 02/01/2023 20:58:53.312, 6.000, 15.000000, 14.428571, 22.000000, 22.000000, 25.000000, 24.142857, 71.819742
45.54668, -122.64715, 02/01/2023 20:58:54.312, 7.000, 15.000000, 14.500000, 22.000000, 22.000000, 25.000000, 24.250000, 71.819742
45.54669, -122.64714, 02/01/2023 20:58:55.312, 8.000, 15.000000, 14.555556, 22.000000, 22.000000, 25.000000, 24.333333, 71.819742
45.54669, -122.64713, 02/01/2023 20:58:56.312, 9.000, 16.000000, 14.700000, 22.000000, 22.000000, 25.000000, 24.400000, 71.819742
45.54669, -122.64713, 02/01/2023 20:58:57.312, 10.000, 16.000000, 14.818182, 22.000000, 22.000000, 25.000000, 24.454545, 71.819742
45.54670, -122.64713, 02/01/2023 20:58:58.312, 11.000, 16.000000, 14.916667, 22.000000, 22.000000, 25.000000, 24.500000, 71.819742
45.54670, -122.64712, 02/01/2023 20:58:59.312, 12.000, 16.000000, 15.000000, 21.000000, 21.923077, 22.000000, 24.307692, 69.716738
45.54670, -122.64712, 02/01/2023 20:59:00.312, 13.000, 16.000000, 15.071429, 23.000000, 22.000000, 24.000000, 24.285714, 73.922747
45.54670, -122.64712, 02/01/2023 20:59:01.312, 14.000, 16.000000, 15.133333, 23.000000, 22.066667, 25.000000, 24.333333, 73.922747
45.54670, -122.64712, 02/01/2023 20:59:02.312, 15.000, 16.000000, 15.187500, 23.000000, 22.125000, 25.000000, 24.375000, 73.922747
45.54670, -122.64712, 02/01/2023 20:59:03.312, 16.000, 16.000000, 15.235294, 23.000000, 22.176471, 25.000000, 24.411765, 73.922747
45.54670, -122.64712, 02/01/2023 20:59:04.312, 17.000, 15.000000, 15.222222, 24.000000, 22.277778, 26.000000, 24.500000, 76.025751
45.54670, -122.64711, 02/01/2023 20:59:05.312, 18.000, 15.000000, 15.210526, 24.000000, 22.368421, 24.000000, 24.473684, 76.025751
45.54670, -122.64710, 02/01/2023 20:59:06.312, 19.000, 14.000000, 15.150000, 24.000000, 22.450000, 25.000000, 24.500000, 76.025751
45.54670, -122.64711, 02/01/2023 20:59:07.312, 20.000, 13.000000, 15.047619, 23.000000, 22.476190, 25.000000, 24.523810, 73.922747
45.54670, -122.64711, 02/01/2023 20:59:08.312, 21.000, 13.000000, 14.954545, 23.000000, 22.500000, 27.000000, 24.636364, 73.922747
45.54670, -122.64711, 02/01/2023 20:59:09.312, 22.000, 13.000000, 14.869565, 23.000000, 22.521739, 28.000000, 24.782609, 73.922747
45.54670, -122.64711, 02/01/2023 20:59:10.312, 23.000, 13.000000, 14.791667, 23.000000, 22.541667, 28.000000, 24.916667, 73.922747
45.54670, -122.64711, 02/01/2023 20:59:11.312, 24.000, 13.000000, 14.720000, 23.000000, 22.560000, 28.000000, 25.040000, 73.922747
45.54669, -122.64711, 02/01/2023 20:59:12.312, 25.000, 13.000000, 14.653846, 23.000000, 22.576923, 28.000000, 25.153846, 73.922747
45.54667, -122.64710, 02/01/2023 20:59:13.312, 26.000, 13.000000, 14.592593, 23.000000, 22.592593, 28.000000, 25.259259, 73.922747
45.54665, -122.64709, 02/01/2023 20:59:14.312, 27.000, 13.000000, 14.535714, 22.000000, 22.571429, 29.000000, 25.392857, 71.819742
45.54663, -122.64709, 02/01/2023 20:59:15.312, 28.000, 13.000000, 14.482759, 22.000000, 22.551724, 29.000000, 25.517241, 71.819742
45.54663, -122.64709, 02/01/2023 20:59:16.312, 29.000, 13.000000, 14.433333, 22.000000, 22.533333, 29.000000, 25.633333, 71.819742
45.54662, -122.64708, 02/01/2023 20:59:17.312, 30.000, 13.000000, 14.387097, 22.000000, 22.516129, 29.000000, 25.741935, 71.819742
45.54661, -122.64708, 02/01/2023 20:59:18.312, 31.000, 13.000000, 14.343750, 22.000000, 22.500000, 29.000000, 25.843750, 71.819742
45.54662, -122.64709, 02/01/2023 20:59:19.312, 32.000, 13.000000, 14.303030, 22.000000, 22.484848, 28.000000, 25.909091, 71.819742
45.54661, -122.64709, 02/01/2023 20:59:20.312, 33.000, 13.000000, 14.264706, 22.000000, 22.470588, 28.000000, 25.970588, 71.819742
45.54661, -122.64709, 02/01/2023 20:59:21.312, 34.000, 13.000000, 14.228571, 22.000000, 22.457143, 28.000000, 26.028571, 71.819742
45.54661, -122.64709, 02/01/2023 20:59:22.312, 35.000, 12.000000, 14.166667, 22.000000, 22.444444, 28.000000, 26.083333, 71.819742
45.54661, -122.64709, 02/01/2023 20:59:23.312, 36.000, 12.000000, 14.108108, 22.000000, 22.432432, 28.000000, 26.135135, 71.819742
45.54661, -122.64709, 02/01/2023 20:59:24.312, 37.000, 13.000000, 14.078947, 22.000000, 22.421053, 28.000000, 26.184211, 71.819742
45.54662, -122.64710, 02/01/2023 20:59:25.312, 38.000, 13.000000, 14.051282, 22.000000, 22.410256, 28.000000, 26.230769, 71.819742
45.54662, -122.64710, 02/01/2023 20:59:26.312, 39.000, 13.000000, 14.025000, 22.000000, 22.400000, 28.000000, 26.275000, 71.819742
45.54663, -122.64711, 02/01/2023 20:59:27.312, 40.000, 14.000000, 14.024390, 23.000000, 22.414634, 29.000000, 26.341463, 73.922747
45.54663, -122.64711, 02/01/2023 20:59:28.312, 41.000, 14.000000, 14.023810, 23.000000, 22.428571, 29.000000, 26.404762, 73.922747
45.54663, -122.64711, 02/01/2023 20:59:29.312, 42.000, 14.000000, 14.023256, 22.000000, 22.418605, 27.000000, 26.418605, 71.819742
45.54664, -122.64710, 02/01/2023 20:59:30.312, 43.000, 14.000000, 14.022727, 22.000000, 22.409091, 27.000000, 26.431818, 71.819742
45.54664, -122.64710, 02/01/2023 20:59:31.312, 44.000, 14.000000, 14.022222, 22.000000, 22.400000, 27.000000, 26.444444, 71.819742
45.54664, -122.64710, 02/01/2023 20:59:32.312, 45.000, 14.000000, 14.021739, 22.000000, 22.391304, 25.000000, 26.413043, 71.819742
45.54665, -122.64710, 02/01/2023 20:59:33.312, 46.000, 14.000000, 14.021277, 22.000000, 22.382979, 25.000000, 26.382979, 71.819742
45.54665, -122.64711, 02/01/2023 20:59:34.312, 47.000, 14.000000, 14.020833, 20.000000, 22.333333, 22.000000, 26.291667, 67.613734
45.54666, -122.64711, 02/01/2023 20:59:35.312, 48.000, 14.000000, 14.020408, 20.000000, 22.285714, 22.000000, 26.204082, 67.613734
45.54666, -122.64711, 02/01/2023 20:59:36.312, 49.000, 14.000000, 14.020000, 20.000000, 22.240000, 22.000000, 26.120000, 67.613734
45.54666, -122.64711, 02/01/2023 20:59:37.312, 50.000, 14.000000, 14.019608, 20.000000, 22.196078, 21.000000, 26.019608, 67.613734
45.54667, -122.64711, 02/01/2023 20:59:38.312, 51.000, 14.000000, 14.019231, 20.000000, 22.153846, 21.000000, 25.923077, 67.613734
45.54667, -122.64711, 02/01/2023 20:59:39.312, 52.000, 14.000000, 14.018868, 19.000000, 22.094340, 19.000000, 25.792453, 65.510730
45.54667, -122.64711, 02/01/2023 20:59:40.312, 53.000, 14.000000, 14.018519, 19.000000, 22.037037, 19.000000, 25.666667, 65.510730
45.54667, -122.64711, 02/01/2023 20:59:41.312, 54.000, 13.000000, 14.000000, 18.000000, 21.963636, 18.000000, 25.527273, 63.407725
45.54667, -122.64711, 02/01/2023 20:59:42.312, 55.000, 13.000000, 13.982143, 18.000000, 21.892857, 18.000000, 25.392857, 63.407725
45.54666, -122.64710, 02/01/2023 20:59:43.312, 56.000, 13.000000, 13.964912, 18.000000, 21.824561, 18.000000, 25.263158, 63.407725
45.54666, -122.64710, 02/01/2023 20:59:44.312, 57.000, 13.000000, 13.948276, 19.000000, 21.775862, 19.000000, 25.155172, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:45.312, 58.000, 13.000000, 13.932203, 19.000000, 21.728814, 19.000000, 25.050847, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:46.312, 59.000, 13.000000, 13.916667, 19.000000, 21.683333, 19.000000, 24.950000, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:47.312, 60.000, 15.000000, 13.934426, 20.000000, 21.655738, 20.000000, 24.868852, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:48.312, 61.000, 15.000000, 13.951613, 20.000000, 21.629032, 20.000000, 24.790323, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:49.312, 62.000, 15.000000, 13.968254, 19.000000, 21.587302, 19.000000, 24.698413, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:50.312, 63.000, 15.000000, 13.984375, 19.000000, 21.546875, 19.000000, 24.609375, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:51.312, 64.000, 15.000000, 14.000000, 19.000000, 21.507692, 19.000000, 24.523077, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:52.312, 65.000, 14.000000, 14.000000, 19.000000, 21.469697, 19.000000, 24.439394, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:53.312, 66.000, 14.000000, 14.000000, 19.000000, 21.432836, 19.000000, 24.358209, 65.510730
45.54666, -122.64710, 02/01/2023 20:59:54.312, 67.000, 14.000000, 14.000000, 20.000000, 21.411765, 20.000000, 24.294118, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:55.312, 68.000, 14.000000, 14.000000, 20.000000, 21.391304, 20.000000, 24.231884, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:56.312, 69.000, 14.000000, 14.000000, 20.000000, 21.371429, 20.000000, 24.171429, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:57.312, 70.000, 14.000000, 14.000000, 20.000000, 21.352113, 20.000000, 24.112676, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:58.312, 71.000, 14.000000, 14.000000, 20.000000, 21.333333, 20.000000, 24.055556, 67.613734
45.54666, -122.64710, 02/01/2023 20:59:59.312, 72.000, 15.000000, 14.013699, 20.000000, 21.315068, 20.000000, 24.000000, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:00.312, 73.000, 15.000000, 14.027027, 20.000000, 21.297297, 20.000000, 23.945946, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:01.312, 74.000, 15.000000, 14.040000, 20.000000, 21.280000, 20.000000, 23.893333, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:02.312, 75.000, 15.000000, 14.052632, 20.000000, 21.263158, 21.000000, 23.855263, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:03.312, 76.000, 15.000000, 14.064935, 20.000000, 21.246753, 21.000000, 23.818182, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:04.312, 77.000, 15.000000, 14.076923, 20.000000, 21.230769, 23.000000, 23.807692, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:05.312, 78.000, 15.000000, 14.088608, 20.000000, 21.215190, 23.000000, 23.797468, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:06.312, 79.000, 15.000000, 14.100000, 20.000000, 21.200000, 23.000000, 23.787500, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:07.312, 80.000, 15.000000, 14.111111, 20.000000, 21.185185, 23.000000, 23.777778, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:08.312, 81.000, 15.000000, 14.121951, 20.000000, 21.170732, 23.000000, 23.768293, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:09.312, 82.000, 14.000000, 14.120482, 20.000000, 21.156627, 22.000000, 23.746988, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:10.312, 83.000, 14.000000, 14.119048, 20.000000, 21.142857, 22.000000, 23.726190, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:11.312, 84.000, 14.000000, 14.117647, 20.000000, 21.129412, 22.000000, 23.705882, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:12.312, 85.000, 14.000000, 14.116279, 19.000000, 21.104651, 21.000000, 23.674419, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:13.312, 86.000, 14.000000, 14.114943, 19.000000, 21.080460, 21.000000, 23.643678, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:14.312, 87.000, 13.000000, 14.102273, 19.000000, 21.056818, 22.000000, 23.625000, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:15.312, 88.000, 13.000000, 14.089888, 19.000000, 21.033708, 22.000000, 23.606742, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:16.312, 89.000, 13.000000, 14.077778, 19.000000, 21.011111, 22.000000, 23.588889, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:17.312, 90.000, 12.000000, 14.054945, 18.000000, 20.978022, 22.000000, 23.571429, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:18.312, 91.000, 12.000000, 14.032609, 18.000000, 20.945652, 22.000000, 23.554348, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:19.312, 92.000, 13.000000, 14.021505, 18.000000, 20.913978, 22.000000, 23.537634, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:20.312, 93.000, 13.000000, 14.010638, 18.000000, 20.882979, 22.000000, 23.521277, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:21.312, 94.000, 13.000000, 14.000000, 18.000000, 20.852632, 22.000000, 23.505263, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:22.312, 95.000, 13.000000, 13.989583, 18.000000, 20.822917, 22.000000, 23.489583, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:23.312, 96.000, 13.000000, 13.979381, 18.000000, 20.793814, 22.000000, 23.474227, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:24.312, 97.000, 12.000000, 13.959184, 18.000000, 20.765306, 22.000000, 23.459184, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:25.312, 98.000, 12.000000, 13.939394, 18.000000, 20.737374, 22.000000, 23.444444, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:26.312, 99.000, 12.000000, 13.920000, 18.000000, 20.710000, 22.000000, 23.430000, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:27.312, 100.000, 13.000000, 13.910891, 19.000000, 20.693069, 22.000000, 23.415842, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:28.312, 101.000, 13.000000, 13.901961, 19.000000, 20.676471, 22.000000, 23.401961, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:29.312, 102.000, 12.000000, 13.883495, 18.000000, 20.650485, 20.000000, 23.368932, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:30.312, 103.000, 12.000000, 13.865385, 18.000000, 20.625000, 20.000000, 23.336538, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:31.312, 104.000, 12.000000, 13.847619, 18.000000, 20.600000, 20.000000, 23.304762, 63.407725
45.54666, -122.64710, 02/01/2023 21:00:32.312, 105.000, 12.000000, 13.830189, 19.000000, 20.584906, 20.000000, 23.273585, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:33.312, 106.000, 12.000000, 13.813084, 19.000000, 20.570093, 20.000000, 23.242991, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:34.312, 107.000, 12.000000, 13.796296, 19.000000, 20.555556, 20.000000, 23.212963, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:35.312, 108.000, 12.000000, 13.779817, 19.000000, 20.541284, 20.000000, 23.183486, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:36.312, 109.000, 12.000000, 13.763636, 19.000000, 20.527273, 20.000000, 23.154545, 65.510730
45.54666, -122.64710, 02/01/2023 21:00:37.312, 110.000, 13.000000, 13.756757, 20.000000, 20.522523, 23.000000, 23.153153, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:38.312, 111.000, 13.000000, 13.750000, 20.000000, 20.517857, 23.000000, 23.151786, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:39.312, 112.000, 14.000000, 13.752212, 21.000000, 20.522124, 23.000000, 23.150442, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:40.312, 113.000, 14.000000, 13.754386, 21.000000, 20.526316, 23.000000, 23.149123, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:41.312, 114.000, 14.000000, 13.756522, 21.000000, 20.530435, 23.000000, 23.147826, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:42.312, 115.000, 14.000000, 13.758621, 22.000000, 20.543103, 23.000000, 23.146552, 71.819742
45.54666, -122.64710, 02/01/2023 21:00:43.312, 116.000, 14.000000, 13.760684, 22.000000, 20.555556, 23.000000, 23.145299, 71.819742
45.54666, -122.64710, 02/01/2023 21:00:44.312, 117.000, 14.000000, 13.762712, 21.000000, 20.559322, 22.000000, 23.135593, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:45.312, 118.000, 14.000000, 13.764706, 21.000000, 20.563025, 22.000000, 23.126050, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:46.312, 119.000, 14.000000, 13.766667, 21.000000, 20.566667, 22.000000, 23.116667, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:47.312, 120.000, 14.000000, 13.768595, 20.000000, 20.561983, 22.000000, 23.107438, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:48.312, 121.000, 14.000000, 13.770492, 20.000000, 20.557377, 22.000000, 23.098361, 67.613734
45.54666, -122.64710, 02/01/2023 21:00:49.312, 122.000, 14.000000, 13.772358, 21.000000, 20.560976, 22.000000, 23.089431, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:50.312, 123.000, 14.000000, 13.774194, 21.000000, 20.564516, 22.000000, 23.080645, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:51.312, 124.000, 14.000000, 13.776000, 21.000000, 20.568000, 22.000000, 23.072000, 69.716738
45.54666, -122.64710, 02/01/2023 21:00:52.312, 125.000, 14.000000, 13.777778, 20.000000, 20.563492, 21.000000, 23.055556, 67.613734
